IIIM_Fem_fitness	YM_fem_fitness	traD_fem_fitness	IIIM_male_fitness	YM_male_fitness	f1_fit	f2_fit	f3_fit	f4_fit	f5_fit	f6_fit	f7_fit	f8_fit	f9_fit	f10_fit	m1_fit	m2_fit	m3_fit	m4_fit	m5_fit	m6_fit	m7_fit	m8_fit	IIIM_fem_h	YM_fem_h	IIIM_male_h	YM_male_h	f1	f2	f3	f4	f5	f6	f7	f8	f9	f10	m1	m2	m3	m4	m5	m6	m7	m8	X_freq	Y_freq	III_freq	IIIM_freq	tra_freq	traD_freq	female	male	f1	f2	f3	f4	f5	f6	f7	f8	f9	f10	m1	m2	m3	m4	m5	m6	m7	m8
-0.23304021914692208	0.15819380677134243	0.9544193302224055	0.4136007461434965	-0.6003155546955781	0.03837009011028931	0.8418061932286576	0.645631493479415	0.645631493479415	1.0	0.7669597808530779	0.7669597808530779	1.0	0.7669597808530779	0.7669597808530779	1.0	1.0	0.2343746605045635	0.39968444530442193	0.39968444530442193	0.2343746605045635	0.39968444530442193	0.39968444530442193	1	0	0	1	1.0647047201200858e-196	5.323523600600429e-197	1.2745222880385123e-98	0.5	2.9404068188973625e-245	4.103339426225112e-147	9.38300146097039e-50	3.994046086610686e-294	2.3019880064717544e-196	1.2745222880385123e-98	3.316905130178791e-99	0.5	2.9404068188973625e-245	4.103339426225112e-147	9.38300146097039e-50	3.994046086610686e-294	2.3019880064717544e-196	3.316905130178791e-99	1.0	0.0	8.031064005281957e-99	1.0	0.75	0.25	0.5	0.5	45	45	76	124	41	61	124	37	45	76	68	124	41	61	124	37	45	68
0.1146744855906432	-0.03853349618901358	-0.1797228832396487	0.034658292613300334	0.0039572559949019315	1.0	0.8202771167603513	0.9265260103879391	0.9265260103879391	0.7886689716077312	0.8908237238976336	0.8908237238976336	0.7886689716077312	0.8908237238976336	0.8908237238976336	0.9960427440050981	0.9960427440050981	0.9653417073866997	1.0	1.0	0.9653417073866997	1.0	1.0	0	1	0	0	4.0964220418133764e-08	2.0903400296861553e-08	0.00020058358073274832	0.480631600749775	8.843210048328498e-10	8.196538492952373e-06	0.01897231829239085	9.324255266395762e-12	8.354685857279096e-08	0.00020065611657574598	0.00018714826382901917	0.480631600749775	8.847375652223398e-10	8.198403163851303e-06	0.01897231829239085	9.324255266395762e-12	8.354685857279096e-08	0.00018714826382901917	0.980631511859481	0.019368488140518947	0.00020221059529565397	0.9997977894047043	0.7499932696890643	0.2500067303109357	0.5000135015860918	0.4999864984139082	749	749	984	0	624	874	0	499	749	984	968	0	624	874	0	499	749	968
0.4520525981561221	0.5264420067656554	0.28534717793736064	0.09106344025400182	0.6120953044489021	0.18544159606819674	0.2594848720151598	0.47355799323434455	0.47355799323434455	0.5479474018438779	1.0	1.0	0.5479474018438779	1.0	1.0	0.38790469555109786	0.38790469555109786	0.9089365597459982	1.0	1.0	0.9089365597459982	1.0	1.0	0	0	0	0	0.006904850120719168	0.006322529480334139	0.020109015896561534	0.01582431064339196	0.035681212811667654	0.10025751445311981	0.06985937449880245	0.05011031083841921	0.12393555055229571	0.020480184601269425	0.07622191676479785	0.01582431064339196	0.03671389644894652	0.10162786959196754	0.06985937449880245	0.05011031083841921	0.12393555055229571	0.07622191676479785	0.34820655470084977	0.6517934452991503	0.4588868194440249	0.5411131805559751	0.778709998112069	0.22129000188793102	0.44948485389658094	0.550515146103419	18	30	61	92	92	61	124	124	124	61	92	92	92	61	124	124	124	92
-0.6917382599985238	0.627503065022093	-0.48239287586734014	0.35727584118424316	0.7194496311852472	0.7196518703294318	0.37249693497790703	0.11482655332150637	0.11482655332150637	1.0	0.3082617400014762	0.3082617400014762	1.0	0.3082617400014762	0.3082617400014762	0.2805503688147528	0.2805503688147528	0.6427241588157568	1.0	1.0	0.6427241588157568	1.0	1.0	1	0	0	0	9.926542140621774e-06	9.862780203985503e-06	1.1166647575818798e-21	1.7455774886116497e-38	0.00442159059923582	5.008371762913369e-19	7.831346514404357e-36	0.49556137399839445	5.615781660530035e-17	1.122689573890773e-21	8.783621935668784e-34	1.7455774886116497e-38	0.00443587208163059	5.021879421067803e-19	7.831346514404357e-36	0.49556137399839445	5.615781660530035e-17	8.783621935668784e-34	0.004448520662777814	0.9955514793372222	0.9999999999999999	1.1102230246251565e-16	0.7500035863110829	0.24999641368891712	0.500002753919975	0.49999724608002505	249	249	61	30	968	124	61	968	249	92	61	30	968	124	61	968	249	61
-0.46661267534821427	0.7799793901310088	0.9188794315381505	0.22868786599137025	0.5398100283037839	0.01784819694589537	0.2200206098689912	0.1173562044662755	0.1173562044662755	1.0	0.5333873246517857	0.5333873246517857	1.0	0.5333873246517857	0.5333873246517857	0.4601899716962161	0.4601899716962161	0.7713121340086297	1.0	1.0	0.7713121340086297	1.0	1.0	1	0	0	0	2.6459364242666883e-06	2.6457183256165682e-06	8.380439274483613e-26	5.4822618515031965e-46	0.002295020810971085	7.269672611981967e-23	4.755681570938778e-43	0.4977022860533479	1.576532420908772e-20	8.380928739911268e-26	1.0313492212087785e-40	5.4822618515031965e-46	0.002295115427583359	7.269884959262167e-23	4.755681570938778e-43	0.4977022860533479	1.576532420908772e-20	1.0313492212087785e-40	0.002300359774027105	0.9976996402259729	1.0	0.0	0.7500000237086778	0.2499999762913222	0.5000025985190688	0.4999974014809312	124	124	61	45	749	124	61	749	186	61	92	45	749	124	61	749	186	92
0.13987258566062621	0.32675019971447483	0.39019559446523244	0.8259532405142538	0.580815705574979	0.35312590709146946	0.5790806099240886	0.6732498002855252	0.6732498002855252	0.8601274143393738	1.0	1.0	0.8601274143393738	1.0	1.0	0.41918429442502103	0.41918429442502103	0.17404675948574622	1.0	1.0	0.17404675948574622	1.0	1.0	0	0	0	0	0.006641205299509108	0.005545393185329853	0.030087210343253516	0.040809828420879095	0.018532863117569083	0.0956859518586501	0.12332422212503252	0.015306905173526926	0.07722994445174215	0.031120283974568418	0.09061599188193725	0.040809828420879095	0.01939090857066219	0.09842239954422172	0.12332422212503252	0.015306905173526926	0.07722994445174215	0.09061599188193725	0.4538497412223721	0.5461502587776279	0.3153599017858976	0.6846400982141023	0.7811786986747242	0.21882130132527577	0.4442838079500609	0.5557161920499392	61	61	61	92	92	92	92	92	92	61	61	92	92	92	92	92	92	61
-0.42592937880539994	0.3652742281604475	-0.8282159447162094	0.31907217931862686	0.6044883857112324	1.0	0.1717840552837906	0.09861617932809319	0.09861617932809319	0.2706429499245457	0.15536816638512296	0.15536816638512296	0.2706429499245457	0.15536816638512296	0.15536816638512296	0.3955116142887676	0.3955116142887676	0.6809278206813731	1.0	1.0	0.6809278206813731	1.0	1.0	1	0	0	0	0.5	1.753977346396582e-24	1.1341436771257345e-24	1.2572682069717339e-45	6.118803038757193e-24	5.175936659507584e-23	5.756357076219885e-44	4.3648256923606104e-24	5.062522291795011e-23	5.554149779000147e-22	6.438450011739456e-44	1.2572682069717339e-45	0.5	6.876528640098384e-22	5.756357076219885e-44	4.3648256923606104e-24	5.062522291795011e-23	6.438450011739456e-44	0.75	0.25	1.0	0.0	1.0	0.0	0.5	0.5	186	61	61	30	61	124	61	61	124	186	61	30	186	186	61	61	124	61
-0.7250420742103525	0.9577222071649705	-0.17338905070008237	-0.048835464057288336	0.2500415716894453	0.051145938571024126	0.042277792835029526	0.01162461422488414	0.01162461422488414	1.0	0.2749579257896475	0.2749579257896475	1.0	0.2749579257896475	0.2749579257896475	0.7133338604403342	0.7133338604403342	1.0	0.9511645359427117	0.9511645359427117	1.0	0.9511645359427117	0.9511645359427117	1	0	1	0	2.1924957280217687e-06	2.192024252709413e-06	3.497455861397431e-112	9.707761797547072e-219	0.0020894276714510103	3.3338281746170943e-109	9.253738743482854e-216	0.4979082677175685	7.944639429004642e-107	3.4980394210972807e-112	2.2052374820844686e-213	9.707761797547072e-219	0.002089652373431163	3.334106307725701e-109	9.253738743482854e-216	0.4979082677175685	7.944639429004642e-107	2.2052374820844686e-213	0.002093924542421818	0.9979060754575781	1.0	0.0	0.7500000562933639	0.24999994370663614	0.5000020799090003	0.49999792009099975	124	124	30	14	749	45	22	749	53	30	22	14	749	45	22	749	53	22
-0.7362834332159092	-0.8953714926569578	0.9255241027420738	0.022929943487522086	-0.8209951060105709	0.07447589725792625	1.0	0.26371656678409083	0.26371656678409083	0.10462850734304219	0.027592270744251125	0.027592270744251125	0.10462850734304219	0.027592270744251125	0.027592270744251125	1.0	1.0	0.1749003218862616	0.1790048939894291	0.1790048939894291	0.1749003218862616	0.1790048939894291	0.1790048939894291	1	1	0	1	0.0	0.0	1.0654389443084428e-150	0.5	0.0	1.657148407029563e-301	3.1122413193325215e-151	0.0	0.0	1.0654389443084428e-150	2.846964142485636e-302	0.5	0.0	1.657148407029563e-301	3.1122413193325215e-151	0.0	0.0	2.846964142485636e-302	1.0	0.0	5.327194721542214e-151	1.0	0.75	0.25	0.5	0.5	14	14	37	37	14	18	37	10	12	37	16	37	14	18	37	10	12	16
0.7595080398130691	0.6304579789579163	0.4440851592293025	-0.19295286843064519	-0.33763436633451116	0.04940519980535475	0.08887188501185075	0.36954202104208367	0.36954202104208367	0.24049196018693086	1.0	1.0	0.24049196018693086	1.0	1.0	1.0	1.0	0.8207273252771203	0.6623656336654888	0.6623656336654888	0.8207273252771203	0.6623656336654888	0.6623656336654888	0	0	1	1	0.00580115043342577	0.0048224530475548715	0.04348638908886125	0.09669097199725743	0.00912335016950489	0.07805427767575615	0.1663078810556089	0.003769508469548479	0.03152650596530987	0.04298126476043653	0.06583599655647047	0.09669097199725743	0.00918130916957259	0.07828807756649757	0.1663078810556089	0.003769508469548479	0.03152650596530987	0.06583599655647047	0.5669593214671018	0.4330406785328982	0.20082615616825772	0.7991738438317423	0.7616186988850808	0.23838130111491918	0.4825637526632642	0.5174362473367358	124	92	92	155	124	124	155	124	124	92	124	155	124	124	155	124	124	124
-0.745780060750528	0.7501672918063138	-0.35520166747736925	-0.675438012444866	-0.5842884909121842	0.38745867598055195	0.2498327081936862	0.06351245589952996	0.06351245589952996	1.0	0.25421993924947195	0.25421993924947195	1.0	0.25421993924947195	0.25421993924947195	0.7807385180826754	0.7807385180826754	1.0	0.324561987555134	0.324561987555134	1.0	0.324561987555134	0.324561987555134	1	0	1	1	4.322235229897863e-06	4.312357262107904e-06	2.721074081155024e-274	0.0	0.002928156835824687	1.848184906350869e-271	0.0	0.49706584938558285	3.138271078286663e-269	2.724568540106761e-274	0.0	0.0	0.0029315098005177117	1.849371998964974e-271	0.0	0.49706584938558285	3.138271078286663e-269	0.0	0.002938467910663205	0.9970615320893368	1.0	0.0	0.7500008407106653	0.2499991592893347	0.5000026408138996	0.49999735918610044	249	249	16	10	874	20	0	874	22	16	12	10	874	20	0	874	22	12
-0.12131072907587237	0.2730344266043965	-0.8657566331860123	0.23966831870978078	0.25733552686356087	1.0	0.13424336681398774	0.11795820611218312	0.11795820611218312	0.18466261914845114	0.1622610621864924	0.1622610621864924	0.18466261914845114	0.1622610621864924	0.1622610621864924	0.7426644731364391	0.7426644731364391	0.7603316812902192	1.0	1.0	0.7603316812902192	1.0	1.0	1	0	0	0	0.5	1.877933637547248e-42	1.3608251659438008e-42	1.3699077098347803e-81	6.642792679224967e-42	5.416531250982559e-41	5.475270657731797e-80	4.764859041677718e-42	5.280448734388179e-41	5.046979709353932e-40	6.192176644176446e-80	1.3699077098347803e-81	0.5	6.404958457323875e-40	5.475270657731797e-80	4.764859041677718e-42	5.280448734388179e-41	6.192176644176446e-80	0.75	0.25	1.0	0.0	1.0	0.0	0.5	0.5	108	45	45	22	61	92	45	61	92	108	45	22	108	108	45	61	92	45
0.020020298413499615	0.952002783550596	0.6892167955205875	-0.8476084750163768	0.4509384378123775	0.01461809137362509	0.04703629785306962	0.04799721644940402	0.04799721644940402	0.9799797015865004	1.0	1.0	0.9799797015865004	1.0	1.0	0.08367232877166224	0.08367232877166224	1.0	0.15239152498362318	0.15239152498362318	1.0	0.15239152498362318	0.15239152498362318	0	0	1	0	2.111044564998459e-06	2.1109146472390457e-06	5.211720128610784e-122	1.454665949261753e-238	0.0020504871604218777	5.062583436579394e-119	1.413064695662863e-235	0.49794737030921893	1.229428595427997e-116	5.21176180575416e-122	3.431632931610878e-233	1.454665949261753e-238	0.0020505502619281146	5.062603680075054e-119	1.413064695662863e-235	0.49794737030921893	1.229428595427997e-116	3.431632931610878e-233	0.0020547406703872334	0.9979452593296128	1.0	0.0	0.7500000158078561	0.24999998419214386	0.500002079428853	0.499997920571147	124	124	22	12	749	37	18	749	45	22	18	12	749	37	18	749	45	18
0.1036642523550797	-0.49882956215999785	-0.2182563471959782	-0.24445711201982312	-0.7223397566490066	1.0	0.7817436528040217	0.8721549428972527	0.8721549428972527	0.3917868087544342	0.4370982745961382	0.4370982745961382	0.3917868087544342	0.4370982745961382	0.4370982745961382	1.0	1.0	0.3674976599849595	0.2776602433509934	0.2776602433509934	0.3674976599849595	0.2776602433509934	0.2776602433509934	0	1	1	1	0.0	0.0	4.4267899730719784e-150	0.5	0.0	2.2299093649775567e-298	2.0062242638149227e-149	0.0	0.0	4.4267899730719784e-150	1.6145227586707443e-298	0.5	0.0	2.2299093649775567e-298	2.0062242638149227e-149	0.0	0.0	1.6145227586707443e-298	1.0	0.0	2.2133949865359892e-150	1.0	0.75	0.25	0.5	0.5	22	22	45	45	20	30	45	18	22	45	28	45	20	30	45	18	22	28
0.11726785359126102	-0.9847983861057776	0.6919208813698341	-0.013115613645828583	0.29398509406980877	0.27195134165211887	0.882732146408739	1.0	1.0	0.013418953261723817	0.015201613894222366	0.015201613894222366	0.013418953261723817	0.015201613894222366	0.015201613894222366	0.6967550871958148	0.6967550871958148	1.0	0.9868843863541714	0.9868843863541714	1.0	0.9868843863541714	0.9868843863541714	0	1	1	0	9.98046427172012e-291	4.99023213586006e-291	3.2545097285268595e-145	0.5	0.0	1.615519810242251e-215	6.189928511739494e-73	0.0	4.1011035515580967e-289	3.2545097285268595e-145	8.050675324767117e-147	0.5	0.0	1.615519810242251e-215	6.189928511739494e-73	0.0	4.1011035515580967e-289	8.050675324767117e-147	1.0	0.0	1.6675082408872654e-145	1.0	0.75	0.25	0.5	0.5	30	30	53	76	30	41	76	22	26	53	30	76	30	41	76	22	26	30
-0.6591793023792623	0.7123344759719785	0.23193706075803977	-0.2302264346719718	0.4835287357999041	0.2209452279035409	0.2876655240280215	0.09804236458066538	0.09804236458066538	1.0	0.34082069762073774	0.34082069762073774	1.0	0.34082069762073774	0.34082069762073774	0.3975659264327819	0.3975659264327819	1.0	0.7697735653280282	0.7697735653280282	1.0	0.7697735653280282	0.7697735653280282	1	0	1	0	3.5903398152428095e-06	3.586074268106665e-06	2.762518208548049e-133	4.5268880715221955e-261	0.0026709124597536446	2.0577958665764552e-130	3.3724039615033764e-258	0.49732470501575143	3.8321228467152617e-128	2.7647956322575187e-133	6.280864446555767e-256	4.5268880715221955e-261	0.0026725010946600986	2.0586443220705674e-130	3.3724039615033764e-258	0.49732470501575143	3.8321228467152617e-128	6.280864446555767e-256	0.002678883191290221	0.9973211168087098	1.0	0.0	0.7500003982251133	0.24999960177488667	0.5000027938895885	0.49999720611041154	124	124	26	14	749	37	18	749	45	26	22	14	749	37	18	749	45	22
0.28279292435246783	-0.6352880152057148	0.017837724014344136	0.9048101071542165	0.1042621119108087	0.7044137337709967	0.7172070756475322	1.0	1.0	0.2615740160679165	0.36471198479428524	0.36471198479428524	0.2615740160679165	0.36471198479428524	0.36471198479428524	0.8957378880891913	0.8957378880891913	0.0951898928457835	1.0	1.0	0.0951898928457835	1.0	1.0	0	1	0	0	9.629784070286789e-257	4.814892035143394e-257	1.7293697680692807e-128	0.5	4.17026e-319	1.8654058765492527e-191	6.716867030693126e-65	0.0	8.481055647272417e-256	1.7293697680692807e-128	1.674780747886489e-129	0.5	4.17026e-319	1.8654058765492527e-191	6.716867030693126e-65	0.0	8.481055647272417e-256	1.674780747886489e-129	1.0	0.0	9.484239214289647e-129	1.0	0.75	0.25	0.5	0.5	37	37	61	92	37	53	92	30	37	61	53	92	37	53	92	30	37	53
0.6350487963047076	-0.9534593470230044	-0.2858574934421032	0.4966228515903799	0.3389327337403163	0.5110341428272134	0.3649512036952925	1.0	1.0	0.016985067324719445	0.04654065297699561	0.04654065297699561	0.016985067324719445	0.04654065297699561	0.04654065297699561	0.6610672662596837	0.6610672662596837	0.5033771484096201	1.0	1.0	0.5033771484096201	1.0	1.0	0	1	0	0	4.6977284669395465e-219	2.3488642334697733e-219	8.971491080454916e-110	0.5	5.569333097688316e-272	4.696732792086903e-163	5.7794587995478426e-55	0.0	2.5864331461673494e-218	8.971491080454916e-110	1.9344694349853578e-110	0.5	5.569333097688316e-272	4.696732792086903e-163	5.7794587995478426e-55	0.0	2.5864331461673494e-218	1.9344694349853578e-110	1.0	0.0	5.452980257720137e-110	1.0	0.75	0.25	0.5	0.5	26	26	45	92	26	41	92	18	22	45	30	92	26	41	92	18	22	30
-0.8837595659434199	-0.4824922243683034	0.4899493646926212	-0.05739544943348851	-0.41313128444944347	0.5100506353073788	1.0	0.11624043405658013	0.11624043405658013	0.5175077756316966	0.06015532846708369	0.06015532846708369	0.5175077756316966	0.06015532846708369	0.06015532846708369	1.0	1.0	0.6226033124896805	0.5868687155505565	0.5868687155505565	0.6226033124896805	0.5868687155505565	0.5868687155505565	1	1	1	1	0.2427508714673587	0.07950980582869176	1.9468356815492332e-128	4.6699067218949866e-256	0.15885186640399254	4.530495672814616e-128	1.909467185307525e-255	0.06888960322510794	2.3998884232345274e-128	5.503865058683312e-128	1.8075712448021235e-255	4.6699067218949866e-256	0.3811082498497411	9.825195098737125e-128	1.909467185307525e-255	0.06888960322510794	2.3998884232345274e-128	1.8075712448021235e-255	0.5922407354229173	0.40775926457708267	1.0	0.0	0.846374362271104	0.15362563772889604	0.5500021469251509	0.4499978530748491	92	61	30	14	92	37	18	92	37	37	18	14	92	37	18	92	37	18
-0.788594333114564	0.05711685033419256	-0.19959731289907023	0.6833119858650167	-0.28243651947319237	1.0	0.8004026871009298	0.16920966384346706	0.16920966384346706	0.8488885259903329	0.17945984494838116	0.17945984494838116	0.8488885259903329	0.17945984494838116	0.17945984494838116	1.0	1.0	0.22724375366382144	0.7175634805268076	0.7175634805268076	0.22724375366382144	0.7175634805268076	0.7175634805268076	1	0	0	1	0.22168357994689417	0.006749182620140336	0.006102302592317687	0.0010100267213785966	0.01583287581237758	0.028645388614463235	0.011869903306306736	0.00919631020985429	0.023637526508354833	0.15351011694067468	0.012886454912875808	0.0010100267213785966	0.24319838967943655	0.2070777204761552	0.011869903306306736	0.00919631020985429	0.023637526508354833	0.012886454912875808	0.5086886641125081	0.4913113358874919	0.6568501082848179	0.34314989171518206	0.8717231833370658	0.12827681666293422	0.47823721327276203	0.521762786727238	186	155	155	61	186	186	124	186	155	186	124	61	124	186	124	186	155	124
0.10360071314134522	0.8301306455525572	-0.23325536866936236	0.9982695893727418	0.37243911579634115	0.19859384984746659	0.15227076818582774	0.1698693544474428	0.1698693544474428	0.8963992868586548	1.0	1.0	0.8963992868586548	1.0	1.0	0.6275608842036589	0.6275608842036589	0.0017304106272582054	1.0	1.0	0.0017304106272582054	1.0	1.0	0	0	0	0	0.006470684353926662	0.005883004724564301	0.027251150522178948	0.03154856233475169	0.022548085288009802	0.09946187904643157	0.10871651230799544	0.019268788048494752	0.08997859545709423	0.027992543655312382	0.09363370039771118	0.03154856233475169	0.023057398808026788	0.10104293650945492	0.10871651230799544	0.019268788048494752	0.08997859545709423	0.09363370039771118	0.4281073268018415	0.5718926731981585	0.3471701779664996	0.6528298220335004	0.7836754393075834	0.21632456069241657	0.4391198057387598	0.5608801942612403	30	30	45	61	61	61	61	61	61	45	61	61	61	61	61	61	61	61
0.387388256264954	-0.8016753884057206	-0.011269916032574212	0.006932011861477516	0.38114911271504326	0.6195945219719124	0.612611743735046	1.0	1.0	0.12149598613434723	0.1983246115942794	0.1983246115942794	0.12149598613434723	0.1983246115942794	0.1983246115942794	0.6188508872849567	0.6188508872849567	0.9930679881385225	1.0	1.0	0.9930679881385225	1.0	1.0	0	1	0	0	1.3683004156096998e-87	6.841502078048499e-88	3.787876906781209e-44	0.5	1.074735533861913e-108	3.996990349965227e-65	3.5440051470880545e-22	1.1486907441310124e-130	3.3523209074084154e-87	3.787876906781209e-44	2.445840084388684e-44	0.5	1.074735533861913e-108	3.996990349965227e-65	3.5440051470880545e-22	1.1486907441310124e-130	3.3523209074084154e-87	2.445840084388684e-44	1.0	0.0	3.1168584955849466e-44	1.0	0.75	0.25	0.5	0.5	53	53	92	186	53	76	186	45	61	92	92	186	53	76	186	45	61	92
